UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:49:36,57104,31.7656,0.9999   0.0046658     0.00526   -0.012047,0.52738     0.60915     -1.3778,0.0045776    0.001545 -0.00077581,-0.0061531  -0.0035591  0.00055408,-0.10986    0.086609      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:49:70,57105,31.7656,0.9999   0.0046868   0.0052283   -0.012146,0.52978      0.6056     -1.3891,0.00084305   0.0040436  -0.0012493,-0.0029488   0.0057983  -0.0024052,-0.10651    0.096069      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:50:04,57106,31.7344,0.9999   0.0047581   0.0051583   -0.012245,0.53798     0.59773     -1.4004,0.0040932   0.0017185  -0.0010767,-0.00061226   0.0019703  -0.0059242,-0.10242    0.093933      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:50:38,57107,31.7344,0.9999   0.0048049   0.0051114   -0.012444,0.5433     0.59252     -1.4232,-0.0017567   0.0066376 -9.0063e-05,-0.0098648  -0.0018492    0.008049,-0.11133    0.090393      9.7891,0  0  0,0  0  0,0  0  0,213,-37,
13:23:50:72,57108,31.7344,0.9999   0.0048434   0.0050737   -0.012387,0.54779     0.58823     -1.4167,0.0039558  0.00088167  -0.0016212,0.00017083   0.0037689  -0.0047951,-0.10004    0.097473      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:51:06,57109,31.75,0.9999   0.0047861   0.0051046   -0.012589,0.54106     0.59179     -1.4399,-0.0016499    0.006382  0.00029683,-0.0052223    0.003767   -0.011406,-0.10651    0.095581      9.7656,0  0  0,0  0  0,0  0  0,213,-37,
13:23:51:40,57110,31.75,0.99989   0.0047386   0.0051361   -0.012709,0.5355      0.5954     -1.4536,0.0017138   0.0031528  -0.0005517,-0.011749  -0.0086441   0.0022316,-0.11316    0.082458      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:51:74,57111,31.75,0.9999   0.0046802    0.005154   -0.012665,0.52882     0.59735     -1.4486,-0.00045037   0.0053024 -4.3511e-06,0.00013673  -0.0033455   -0.010605,-0.10181    0.086609      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:52:08,57112,31.75,0.9999    0.004619   0.0052005   -0.012581,0.52179     0.60255      -1.439,0.0034809   0.0013666  -0.0012369,0.0012617    0.010048  -0.0064621,-0.10156    0.099243      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:52:42,57113,31.75,0.9999    0.004599   0.0051876   -0.012296,0.51968     0.60089     -1.4064,-0.00071716   0.0051155 -0.00012922,-0.0071411  -0.0012445   0.0057373,-0.10986    0.087097      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:52:76,57114,31.75,0.9999   0.0046565   0.0051296   -0.012104,0.52647     0.59422     -1.3844,0.0041542   0.0013542  -0.0011549,0.0054626   0.0044594  -0.0068092,-0.095764    0.094604      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
